survey_title,target_audience,survey_id,section_id,section_title,item_id,column_name,label,type,scale,options,dimension,required,label_en,source,frames,name_in_frames,numeric_column,numeric_coding,notes
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,5,questions_matrix.5,Cobra demais dos outros? (ex.: esperar que as pessoas ajam como você),matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Saúde mental,,"Demands too much of others? (e.g., expecting people to act like you)",questionnaire,df_t,df_t: questions_matrix.5,questions_matrix.5_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,6,questions_matrix.6,Sofre por antecipação? (ex.: preocupar-se com algo que ainda nem aconteceu),matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Saúde mental,,"Suffers in anticipation? (e.g., worrying about something that has not happened yet)",questionnaire,df_t,df_t: questions_matrix.6,questions_matrix.6_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,7,questions_matrix.7,Remói situações do passado? (ex.: lembrar com frequência de mágoas antigas),matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Saúde mental,,"Ruminates on past situations? (e.g., frequently recalling old hurts)",questionnaire,df_t,df_t: questions_matrix.7,questions_matrix.7_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,8,questions_matrix.8,Valoriza excessivamente a opinião dos outros? ,matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Saúde mental,,Overvalues other people's opinions?,questionnaire,df_t,df_t: questions_matrix.8,questions_matrix.8_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,9,questions_matrix.9,Sente algum tipo de fobia? (ex.: medo de falar em público),matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Saúde mental,,"Feels any kind of phobia? (e.g., fear of public speaking)",questionnaire,df_t,df_t: questions_matrix.9,questions_matrix.9_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,10,questions_matrix.10,Considera-se tímido(a) ou inseguro(a)? ,matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Saúde mental,,Considers yourself shy or insecure?,questionnaire,df_t,df_t: questions_matrix.10,questions_matrix.10_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,11,questions_matrix.11,Tem dificuldade em conviver com pessoas mais lentas? (ex.: ficar irritado quando alguém demora para entender algo),matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Saúde mental,,"Has difficulty dealing with slower people? (e.g., getting irritated when someone takes long to understand)",questionnaire,df_t,df_t: questions_matrix.11,questions_matrix.11_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,12,questions_matrix.12,Já se automutilou? (ex.: se ferir fisicamente para aliviar dor emocional),matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Saúde mental,,"Has ever self-harmed? (e.g., physically hurting yourself to relieve emotional pain)",questionnaire,df_t,df_t: questions_matrix.12,questions_matrix.12_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,13,questions_matrix.13,Sofre por padrões de beleza ou sucesso? (ex.: sentir-se inadequado por sua aparência ou carreira),matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Saúde mental,,"Suffers because of beauty or success standards? (e.g., feeling inadequate about appearance or career)",questionnaire,df_t,df_t: questions_matrix.13,questions_matrix.13_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,14,questions_matrix.14,Sente-se intoxicado digitalmente? (ex.: passar muitas horas no celular),matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Saúde mental,,"Feels digitally intoxicated? (e.g., spending many hours on the phone)",questionnaire,df_t,df_t: questions_matrix.14,questions_matrix.14_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,15,questions_matrix.15,Tem dores de cabeça ou dores musculares? ,matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Saúde mental,,Has headaches or muscle pain?,questionnaire,df_t,df_t: questions_matrix.15,questions_matrix.15_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,16,questions_matrix.16,Costuma sentir-se cansado(a)? (ex.: acordar sem energia mesmo após dormir),matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Saúde mental,,"Usually feels tired? (e.g., waking up without energy even after sleeping)",questionnaire,df_t,df_t: questions_matrix.16,questions_matrix.16_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,17,questions_matrix.17,Tem dificuldas para dormir? ,matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Saúde mental,,Has trouble sleeping?,questionnaire,df_t,df_t: questions_matrix.17,questions_matrix.17_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,18,questions_matrix.18,Sente-se desmotivado(a) ou desanimado(a)? (ex.: sem vontade de iniciar tarefas simples),matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Saúde mental,,"Feels unmotivated or discouraged? (e.g., no will to start simple tasks)",questionnaire,df_t,df_t: questions_matrix.18,questions_matrix.18_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,19,questions_matrix.19,Percebe-se triste ou com humor depressivo? (ex.: falta de prazer nas atividades diárias),matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Saúde mental,,"Feels sad or depressed mood? (e.g., lack of pleasure in daily activities)",questionnaire,df_t,df_t: questions_matrix.19,questions_matrix.19_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,20,questions_matrix.20,Costuma ter dificuldade de concentração? (ex.: iniciar tarefas e não concluir),matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Saúde mental,,"Usually has difficulty concentrating? (e.g., starting tasks and not finishing)",questionnaire,df_t,df_t: questions_matrix.20,questions_matrix.20_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,21,questions_matrix.21,Anda esquecido(a) ou com déficit de memória? (ex.: esquecer compromissos ou nomes),matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Saúde mental,,"Has been forgetful or with memory deficit? (e.g., forgetting appointments or names)",questionnaire,df_t,df_t: questions_matrix.21,questions_matrix.21_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,22,questions_matrix.22,Tem dores de estômago ou problemas intestinais? ,matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Saúde mental,,Has stomach pain or bowel problems?,questionnaire,df_t,df_t: questions_matrix.22,questions_matrix.22_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,23,questions_matrix.23,Tem sentimentos de inferioridade? (ex.: acreditar que não é bom o bastante),matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Saúde mental,,"Has feelings of inferiority? (e.g., believing you are not good enough)",questionnaire,df_t,df_t: questions_matrix.23,questions_matrix.23_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,24,questions_matrix.24,Percebe diminuição da libido? (ex.: perda de interesse sexual),matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Saúde mental,,"Notices decreased libido? (e.g., loss of sexual interest)",questionnaire,df_t,df_t: questions_matrix.24,questions_matrix.24_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,25,questions_matrix.25,Tem falta ou excesso de apetite? (ex.: assaltar a geladeira à noite ou pular refeições),matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Saúde mental,,"Has lack or excess of appetite? (e.g., raiding the fridge at night or skipping meals)",questionnaire,df_t,df_t: questions_matrix.25,questions_matrix.25_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,26,questions_matrix.26,Costuma sentir ansiedade ou angústia? (ex.: sentir aperto no peito sem motivo claro),matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Saúde mental,,"Usually feels anxiety or anguish? (e.g., chest tightness without a clear reason)",questionnaire,df_t,df_t: questions_matrix.26,questions_matrix.26_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,27,questions_matrix.27,Tem queda de cabelo sem causa aparente?,matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Saúde mental,,Has hair loss without apparent cause?,questionnaire,df_t,df_t: questions_matrix.27,questions_matrix.27_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,28,questions_matrix.28,Tem pensamentos perturbadores? (ex.: imaginar cenários negativos ou pensamentos angustiantes),matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Saúde mental,,"Has disturbing thoughts? (e.g., imagining negative scenarios or distressing thoughts)",questionnaire,df_t,df_t: questions_matrix.28,questions_matrix.28_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,29,questions_matrix.29,Tem chorado mais ultimamente? (ex.: chorar por situações pequenas),matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Saúde mental,,"Has been crying more lately? (e.g., crying over small situations)",questionnaire,df_t,df_t: questions_matrix.29,questions_matrix.29_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,30,questions_matrix.30,Tem vontade de desistir de viver? (ex.: pensamentos sobre morte ou não continuar) ,matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Saúde mental,,"Feels like giving up on living? (e.g., thoughts about death or not going on)",questionnaire,df_t,df_t: questions_matrix.30,questions_matrix.30_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,31,questions_matrix.31,Sente-se satisfeito(a) consigo e com suas escolhas? (ex.: acreditar que está seguindo o caminho certo),matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Saúde mental,,"Feels satisfied with yourself and your choices? (e.g., believing you are on the right path)",questionnaire,df_t,df_t: questions_matrix.31,questions_matrix.31_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,Positively worded: reversed (6 - x) in DA - Professor Student so the Mental health score reads as distress. NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,32,questions_matrix.32,Está satisfeito(a) com sua função atual? (ex.: sentir que exerce um papel adequado a você),matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Autonomia,,"Are you satisfied with your current role? (e.g., feeling you play a role suited to you)",questionnaire,df_t,df_t: questions_matrix.32,questions_matrix.32_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,33,questions_matrix.33,A empresa confia em sua capacidade de decisão? (ex.: resolver problemas sem pedir autorização para tudo),matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Autonomia,,"Does the organisation trust your decision-making ability? (e.g., solving problems without asking permission for everything)",questionnaire,df_t,df_t: questions_matrix.33,questions_matrix.33_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,34,questions_matrix.34,Tem liberdade para organizar suas atividades? (ex.: escolher a ordem das tarefas),matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Autonomia,,"Do you have freedom to organise your activities? (e.g., choosing the order of tasks)",questionnaire,df_t,df_t: questions_matrix.34,questions_matrix.34_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,35,questions_matrix.35,É encorajado(a) a usar criatividade e conhecimento? (ex.: sugerir melhorias ou novas ideias),matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Autonomia,,"Are you encouraged to use creativity and knowledge? (e.g., suggesting improvements or new ideas)",questionnaire,df_t,df_t: questions_matrix.35,questions_matrix.35_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,36,questions_matrix.36,Os colaboradores se respeitam e se preocupam uns com os outros? (ex.: ausência de humilhação ou competição tóxica),matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Relacionamento e Cooperação,,"Do staff respect and care for one another? (e.g., absence of humiliation or toxic competition)",questionnaire,df_t,df_t: questions_matrix.36,questions_matrix.36_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,37,questions_matrix.37,Sente-se pertencente à equipe e à empresa? (ex.: sentir-se parte do grupo),matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Relacionamento e Cooperação,,"Do you feel you belong to the team and the organisation? (e.g., feeling part of the group)",questionnaire,df_t,df_t: questions_matrix.37,questions_matrix.37_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,38,questions_matrix.38,Existe senso de equipe? (ex.: colaboração entre os profissionais),matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Relacionamento e Cooperação,,"Is there a sense of team? (e.g., collaboration among professionals)",questionnaire,df_t,df_t: questions_matrix.38,questions_matrix.38_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,39,questions_matrix.39,"Já sofreu assédio nesta empresa? (ex.: gritos, piadas, humilhações ou bullying)",matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Relacionamento e Cooperação,,"Have you ever suffered harassment in this organisation? (e.g., shouting, jokes, humiliation or bullying)",questionnaire,df_t,df_t: questions_matrix.39,questions_matrix.39_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,Reversed (6 - x) inside the Relationship and Cooperation score in DA - Professor Student. NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,40,questions_matrix.40,Os colaboradores possuem as mesmas oportunidades? (ex.: promoções sem favoritismo),matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Clima organizacional,,"Do staff have the same opportunities? (e.g., promotions without favouritism)",questionnaire,df_t,df_t: questions_matrix.40,questions_matrix.40_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,41,questions_matrix.41,Este é um lugar psicologicamente saudável? (ex.: trabalhar sem medo constante ou tensão excessiva),matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Clima organizacional,,"Is this a psychologically healthy place? (e.g., working without constant fear or excessive tension)",questionnaire,df_t,df_t: questions_matrix.41,questions_matrix.41_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,42,questions_matrix.42,"Todos são bem tratados independentemente de diferenças pessoais? (ex.: ausência de preconceito por idade, gênero ou etnia)",matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Clima organizacional,,"Is everyone treated well regardless of personal differences? (e.g., no prejudice by age, gender or ethnicity)",questionnaire,df_t,df_t: questions_matrix.42,questions_matrix.42_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,43,questions_matrix.43,Tem acesso aos equipamentoe e materiais  adequados para desempenhar suas tarefas?,matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Clima organizacional,,Do you have access to adequate equipment and materials to perform your tasks?,questionnaire,df_t,df_t: questions_matrix.43,questions_matrix.43_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
Inventário de Qualidade de Vida e Saúde Mental,Professores,80f9aa8f-d336-4adc-b9eb-39b2e0b2b100,questions_matrix,Inventário de Saúde Mental,44,questions_matrix.44,Sente-se à vontade para falar com sua liderança? (ex.: expressar expectativas e conflitos sem medo),matrix,NUNCA | RARAMENTE | ÀS VEZES | FREQUENTEMENTE | SEMPRE,,Liderança,,"Do you feel comfortable talking to your leadership? (e.g., expressing expectations and conflicts without fear)",questionnaire,df_t,df_t: questions_matrix.44,questions_matrix.44_num,NUNCA = 1; RARAMENTE = 2; ÀS VEZES = 3; FREQUENTEMENTE = 4; SEMPRE = 5,NA for teachers who answered only the practice inventory (has_qualidade = FALSE); 17 respondents stopped mid-inventory.
